noun_w_orang_noaffix	noun_w_orang_affixed	cossim
politisi	penelitian	0.19
politisi	pasangan	0.35
politisi	penulis	0.43
politisi	pemimpin	0.56
politisi	peserta	0.31
politisi	pengunjung	0.31
politisi	penderita	0.26
politisi	pembelajaran	0.21
politisi	pelayanan	0.21
politisi	kehilangan	0.22
politisi	keturunan	0.34
politisi	pemilik	0.38
politisi	penyanyi	0.48
politisi	karyawan	0.29
politisi	pelanggan	0.3
politisi	kelahiran	0.33
politisi	perdagangan	0.28
politisi	petani	0.43
politisi	pekerja	0.42
politisi	kepercayaan	0.28
politisi	pemuda	0.4
politisi	penumpang	0.33
politisi	pimpinan	0.43
politisi	pembaca	0.33
politisi	kekurangan	0.14
politisi	pejabat	0.62
politisi	campuran	0.24
politisi	pelaku	0.4
politisi	peneliti	0.38
politisi	pengusaha	0.62
politisi	pendukung	0.45
politisi	petunjuk	0.17
politisi	pemenang	0.27
politisi	petugas	0.36
politisi	perbaikan	0.22
politisi	pelatih	0.38
politisi	pedagang	0.47
politisi	pelajar	0.39
politisi	pengurus	0.36
politisi	jurusan	0.24
politisi	ilmuwan	0.48
politisi	pendiri	0.41
politisi	angkatan	0.26
politisi	sasaran	0.27
politisi	pembuat	0.39
politisi	penjual	0.32
politisi	pengganti	0.25
politisi	perwakilan	0.33
politisi	lulusan	0.36
politisi	pembeli	0.33
politisi	penerima	0.3
politisi	pergerakan	0.31
politisi	pemegang	0.33
politisi	penyedia	0.26
politisi	penjaga	0.25
politisi	pencari	0.28
politisi	pembawa	0.28
politisi	undangan	0.26
politisi	cadangan	0.19
politisi	pemeran	0.42
politisi	bangsawan	0.44
politisi	pembantu	0.29
politisi	pengarang	0.4
politisi	pengelola	0.37
politisi	pejuang	0.53
politisi	tahanan	0.29
politisi	pengikut	0.33
politisi	rombongan	0.28
politisi	pengajar	0.41
politisi	pendidik	0.46
politisi	penghuni	0.28
politisi	pengembang	0.33
politisi	jajaran	0.36
politisi	pembuka	0.14
politisi	penari	0.34
politisi	pemberi	0.27
politisi	pelayan	0.34
politisi	pendatang	0.34
politisi	pembunuh	0.29
politisi	penyelenggara	0.33
politisi	turunan	0.24
politisi	pelukis	0.41
politisi	utusan	0.29
politisi	pembiayaan	0.2
politisi	pengacara	0.56
politisi	perawat	0.32
politisi	penganut	0.34
politisi	pengamat	0.47
politisi	penghubung	0.24
politisi	pesaing	0.28
politisi	pengawas	0.33
politisi	penjahat	0.4
politisi	pelaksana	0.34
politisi	kebangsaan	0.31
politisi	pembicara	0.4
politisi	pengantar	0.23
politisi	pendengar	0.25
politisi	pendamping	0.3
politisi	pewaris	0.26
politisi	pengungsi	0.31
politisi	pengendara	0.35
politisi	pencuri	0.26
politisi	pemburu	0.32
politisi	pengawal	0.32
politisi	penemu	0.35
politisi	pengemudi	0.3
politisi	penerjemah	0.3
politisi	pemandu	0.26
politisi	tawanan	0.23
politisi	penegak	0.39
politisi	penutur	0.24
politisi	penyihir	0.28
politisi	pelamar	0.26
politisi	pemasok	0.3
politisi	penanda	0.23
politisi	pemikir	0.47
politisi	saingan	0.29
politisi	pembimbing	0.25
politisi	petinggi	0.5
politisi	pelaut	0.32
politisi	pengrajin	0.26
politisi	langganan	0.27
politisi	pencinta	0.3
politisi	kenalan	0.24
politisi	penyidik	0.33
politisi	pelacur	0.32
politisi	pengirim	0.26
politisi	perusak	0.23
politisi	pendiam	0.19
politisi	pemeluk	0.32
politisi	penikmat	0.32
politisi	pemangku	0.4
politisi	perampok	0.28
politisi	pelarian	0.24
politisi	pengidap	0.2
politisi	penunjuk	0.19
politisi	pemuka	0.48
politisi	pengemis	0.32
politisi	pemusik	0.43
politisi	sukarelawan	0.25
politisi	penerbang	0.29
politisi	pejalan	0.3
politisi	petinju	0.38
politisi	penyandang	0.32
politisi	penanggung	0.23
politisi	penolong	0.25
politisi	jagoan	0.32
politisi	penembak	0.33
politisi	penipu	0.36
politisi	penyelamat	0.29
politisi	pendaftar	0.23
politisi	pelari	0.3
politisi	pengiring	0.17
politisi	penata	0.3
politisi	pengambil	0.37
politisi	penuntut	0.31
politisi	pembina	0.3
politisi	tanggungan	0.18
politisi	pencetus	0.28
politisi	pemangsa	0.27
politisi	penyebar	0.33
politisi	pemesan	0.17
politisi	dermawan	0.32
politisi	pemeriksa	0.31
politisi	negarawan	0.63
politisi	pengukur	0.24
politisi	penambang	0.32
politisi	pembajak	0.25
politisi	budayawan	0.51
politisi	perekam	0.27
politisi	penyayang	0.27
politisi	pemukul	0.17
politisi	perencana	0.38
politisi	pengumpul	0.27
politisi	wirausahawan	0.44
politisi	penangkap	0.23
politisi	penyelam	0.24
politisi	pemasar	0.37
politisi	pemalas	0.23
politisi	penarik	0.29
politisi	pengembara	0.28
politisi	gerilyawan	0.31
politisi	penggagas	0.35
politisi	penyembah	0.25
politisi	penilai	0.26
politisi	penguji	0.26
politisi	pengunjuk	0.32
politisi	penyembuh	0.24
politisi	rohaniwan	0.44
politisi	pemanah	0.32
politisi	penyelidik	0.28
politisi	penampil	0.19
politisi	peranakan	0.24
politisi	suruhan	0.2
politisi	usahawan	0.45
politisi	pelapor	0.28
politisi	pemahat	0.29
politisi	penunggu	0.19
politisi	penurut	0.18
politisi	pengusul	0.29
politisi	pemimpi	0.31
politisi	penyusup	0.28
politisi	pemungut	0.29
politisi	penceramah	0.38
politisi	penggarap	0.26
politisi	pelupa	0.17
politisi	perupa	0.31
politisi	penyendiri	0.22
politisi	pemateri	0.25
politisi	penggali	0.3
politisi	penukar	0.23
politisi	penyabar	0.27
politisi	pelempar	0.29
politisi	pemborong	0.3
politisi	pendemo	0.37
politisi	pencerita	0.27
politisi	penyelundup	0.35
politisi	penganggur	0.24
politisi	penggiling	0.17
politisi	pengulas	0.28
politisi	penagih	0.27
politisi	hartawan	0.38
politisi	perumus	0.35
politisi	peniup	0.19
politisi	penggalang	0.27
politisi	pembenci	0.39
politisi	pengkaji	0.39
politisi	pembebas	0.28
politisi	pemetik	0.21
politisi	penjilat	0.4
politisi	pencabut	0.25
politisi	peramah	0.25
politisi	pengukir	0.28
politisi	pengejar	0.29
politisi	pemerah	0.29
politisi	wiraswastawan	0.43
politisi	pemulia	0.35
politisi	penendang	0.23
politisi	penyimak	0.25
politisi	pelestari	0.3
politisi	penjemput	0.23
politisi	pembaru	0.44
politisi	penghayat	0.25
politisi	pengadu	0.36
politisi	pemasak	0.23
politisi	pembobol	0.28
politisi	penggemblengan	0.2
politisi	penghasut	0.4
politisi	penderma	0.26
politisi	pemaksa	0.35
politisi	peragu	0.28
politisi	pengekor	0.37
politisi	perayu	0.32
politisi	pendebat	0.46
politisi	penyuara	0.43
politisi	pemimpinan	0.49
politisi	penghadang	0.26
politisi	pengasah	0.25
politisi	pengutang	0.33
politisi	pembisik	0.43
politisi	pengetuk	0.23
politisi	pemberang	0.4
politisi	peneguh	0.26
politisi	pewirausaha	0.43
politisi	pencuriga	0.35
politisi	pengalah	0.42
politisi	pengalasan	0.36
politisi	pengamuk	0.41
ratu	pemain	0.27
ratu	penduduk	0.17
ratu	pengguna	0.2
ratu	wisatawan	0.18
ratu	penelitian	0.17
ratu	pasangan	0.26
ratu	penulis	0.27
ratu	pemimpin	0.41
ratu	peserta	0.23
ratu	pengunjung	0.17
ratu	penderita	0.21
ratu	pembelajaran	0.19
ratu	pelayanan	0.19
ratu	kehilangan	0.17
ratu	keturunan	0.31
ratu	pemilik	0.24
ratu	penyanyi	0.39
ratu	karyawan	0.16
ratu	pelanggan	0.16
ratu	kelahiran	0.22
ratu	perdagangan	0.26
ratu	petani	0.22
ratu	pekerja	0.29
ratu	kepercayaan	0.18
ratu	pemuda	0.23
ratu	penumpang	0.19
ratu	pimpinan	0.27
ratu	pembaca	0.19
ratu	kekurangan	0.1
ratu	pejabat	0.33
ratu	campuran	0.17
ratu	pelaku	0.22
ratu	peneliti	0.22
ratu	pengusaha	0.26
ratu	pendukung	0.25
ratu	petunjuk	0.19
ratu	pemenang	0.33
ratu	petugas	0.22
ratu	perbaikan	0.13
ratu	pelatih	0.22
ratu	pedagang	0.23
ratu	pelajar	0.18
ratu	pengurus	0.19
ratu	jurusan	0.13
ratu	ilmuwan	0.26
ratu	pendiri	0.24
ratu	angkatan	0.18
ratu	sasaran	0.17
ratu	pembuat	0.26
ratu	penjual	0.21
ratu	pengganti	0.28
ratu	perwakilan	0.27
ratu	lulusan	0.12
ratu	pembeli	0.19
ratu	penerima	0.21
ratu	pergerakan	0.14
ratu	pemegang	0.25
ratu	penyedia	0.19
ratu	penjaga	0.32
ratu	pencari	0.19
ratu	pembawa	0.29
ratu	undangan	0.24
ratu	cadangan	0.11
ratu	pemeran	0.33
ratu	bangsawan	0.43
ratu	pembantu	0.28
ratu	pengarang	0.26
ratu	pengelola	0.19
ratu	pejuang	0.25
ratu	tahanan	0.23
ratu	pengikut	0.26
ratu	rombongan	0.24
ratu	pengajar	0.22
ratu	pendidik	0.21
ratu	penghuni	0.28
ratu	pengembang	0.16
ratu	jajaran	0.21
ratu	pembuka	0.17
ratu	penari	0.32
ratu	pemberi	0.2
ratu	pelayan	0.37
ratu	pendatang	0.26
ratu	pembunuh	0.27
ratu	penyelenggara	0.24
ratu	turunan	0.22
ratu	pelukis	0.25
ratu	utusan	0.36
ratu	pembiayaan	0.09
ratu	pengacara	0.2
ratu	perawat	0.29
ratu	penganut	0.23
ratu	pengamat	0.26
ratu	penghubung	0.2
ratu	pesaing	0.21
ratu	pengawas	0.28
ratu	penjahat	0.26
ratu	pelaksana	0.22
ratu	kebangsaan	0.16
ratu	pembicara	0.21
ratu	pengantar	0.17
ratu	pendengar	0.23
ratu	pendamping	0.32
ratu	pewaris	0.24
ratu	pengungsi	0.16
ratu	pengendara	0.14
ratu	pencuri	0.22
ratu	pemburu	0.3
ratu	pengawal	0.32
ratu	penemu	0.22
ratu	pengemudi	0.14
ratu	penerjemah	0.22
ratu	pemandu	0.25
ratu	tawanan	0.27
ratu	penegak	0.16
ratu	penutur	0.15
ratu	penyihir	0.41
ratu	pelamar	0.24
ratu	pemasok	0.18
ratu	penanda	0.2
ratu	pemikir	0.2
ratu	saingan	0.27
ratu	pembimbing	0.25
ratu	petinggi	0.27
ratu	pelaut	0.32
ratu	pengrajin	0.21
ratu	langganan	0.15
ratu	pencinta	0.28
ratu	kenalan	0.15
ratu	penyidik	0.1
ratu	pelacur	0.35
ratu	pengirim	0.22
ratu	perusak	0.23
ratu	pendiam	0.18
ratu	pemeluk	0.15
ratu	penikmat	0.22
ratu	pemangku	0.32
ratu	perampok	0.22
ratu	pelarian	0.18
ratu	pengidap	0.13
ratu	penunjuk	0.2
ratu	pemuka	0.24
ratu	pengemis	0.23
ratu	pemusik	0.27
ratu	sukarelawan	0.16
ratu	penerbang	0.21
ratu	pejalan	0.09
ratu	petinju	0.21
ratu	penyandang	0.24
ratu	penanggung	0.18
ratu	penolong	0.22
ratu	jagoan	0.25
ratu	penembak	0.2
ratu	penipu	0.27
ratu	penyelamat	0.29
ratu	pendaftar	0.11
ratu	pelari	0.2
ratu	pengiring	0.33
ratu	penata	0.19
ratu	pengambil	0.24
ratu	penuntut	0.18
ratu	pembina	0.23
ratu	tanggungan	0.12
ratu	pencetus	0.18
ratu	pemangsa	0.25
ratu	penyebar	0.18
ratu	pemesan	0.14
ratu	dermawan	0.21
ratu	pemeriksa	0.16
ratu	negarawan	0.29
ratu	pengukur	0.19
ratu	penambang	0.21
ratu	pembajak	0.13
ratu	budayawan	0.16
ratu	perekam	0.18
ratu	penyayang	0.27
ratu	pemukul	0.17
ratu	perencana	0.18
ratu	pengumpul	0.2
ratu	wirausahawan	0.21
ratu	penangkap	0.18
ratu	penyelam	0.13
ratu	pemasar	0.22
ratu	pemalas	0.19
ratu	penarik	0.2
ratu	pengembara	0.22
ratu	gerilyawan	0.18
ratu	penggagas	0.18
ratu	penyembah	0.3
ratu	penilai	0.19
ratu	penguji	0.13
ratu	pengunjuk	0.04
ratu	penyembuh	0.27
ratu	rohaniwan	0.26
ratu	pemanah	0.24
ratu	penyelidik	0.18
ratu	penampil	0.27
ratu	peranakan	0.17
ratu	suruhan	0.21
ratu	usahawan	0.21
ratu	pelapor	0.17
ratu	pemahat	0.17
ratu	penunggu	0.32
ratu	penurut	0.21
ratu	pengusul	0.14
ratu	pemimpi	0.22
ratu	penyusup	0.16
ratu	pemungut	0.24
ratu	penceramah	0.2
ratu	penggarap	0.15
ratu	pelupa	0.09
ratu	perupa	0.09
ratu	penyendiri	0.22
ratu	pemateri	0.15
ratu	penggali	0.2
ratu	penukar	0.17
ratu	penyabar	0.19
ratu	pelempar	0.17
ratu	pemborong	0.11
ratu	pendemo	0.18
ratu	pencerita	0.26
ratu	penyelundup	0.21
ratu	penganggur	0.15
ratu	penggiling	0.18
ratu	pengulas	0.13
ratu	penagih	0.19
ratu	hartawan	0.33
ratu	perumus	0.11
ratu	peniup	0.16
ratu	penggalang	0.26
ratu	pembenci	0.28
ratu	pengkaji	0.18
ratu	pembebas	0.15
ratu	pemetik	0.26
ratu	penjilat	0.32
ratu	pencabut	0.2
ratu	peramah	0.25
ratu	pengukir	0.29
ratu	pengejar	0.18
ratu	pemerah	0.3
ratu	wiraswastawan	0.16
ratu	pemulia	0.26
ratu	penendang	0.2
ratu	penyimak	0.22
ratu	pelestari	0.27
ratu	penjemput	0.17
ratu	pembaru	0.27
ratu	penghayat	0.11
ratu	pengadu	0.2
ratu	pemasak	0.24
ratu	pembobol	0.08
ratu	penggemblengan	0.16
ratu	penghasut	0.31
ratu	penderma	0.21
ratu	pemaksa	0.23
ratu	peragu	0.2
ratu	pengekor	0.17
ratu	perayu	0.32
ratu	pendebat	0.23
ratu	penyuara	0.19
ratu	pemimpinan	0.29
ratu	penghadang	0.23
ratu	pengasah	0.2
ratu	pengutang	0.16
ratu	pembisik	0.29
ratu	pengetuk	0.22
ratu	pemberang	0.3
ratu	peneguh	0.23
ratu	pewirausaha	0.15
ratu	pencuriga	0.27
ratu	pengalah	0.3
ratu	pengalasan	0.35
ratu	pengamuk	0.33
desainer	pemain	0.4
desainer	penduduk	0.21
desainer	pengguna	0.35
desainer	wisatawan	0.29
desainer	penelitian	0.25
desainer	pasangan	0.29
desainer	penulis	0.45
desainer	pemimpin	0.31
desainer	peserta	0.32
desainer	pengunjung	0.31
desainer	penderita	0.17
desainer	pembelajaran	0.25
desainer	pelayanan	0.17
desainer	kehilangan	0.21
desainer	keturunan	0.23
desainer	pemilik	0.45
desainer	penyanyi	0.43
desainer	karyawan	0.31
desainer	pelanggan	0.35
desainer	kelahiran	0.25
desainer	perdagangan	0.2
desainer	petani	0.31
desainer	pekerja	0.36
desainer	kepercayaan	0.23
desainer	pemuda	0.28
desainer	penumpang	0.29
desainer	pimpinan	0.27
desainer	pembaca	0.31
desainer	kekurangan	0.18
desainer	pejabat	0.35
desainer	campuran	0.17
desainer	pelaku	0.32
desainer	peneliti	0.4
desainer	pengusaha	0.51
desainer	pendukung	0.3
desainer	petunjuk	0.22
desainer	pemenang	0.37
desainer	petugas	0.25
desainer	perbaikan	0.21
desainer	pelatih	0.34
desainer	pedagang	0.31
desainer	pelajar	0.29
desainer	pengurus	0.2
desainer	jurusan	0.28
desainer	ilmuwan	0.43
desainer	pendiri	0.38
desainer	angkatan	0.28
desainer	sasaran	0.15
desainer	pembuat	0.5
desainer	penjual	0.36
desainer	pengganti	0.24
desainer	perwakilan	0.3
desainer	lulusan	0.37
desainer	pembeli	0.39
desainer	penerima	0.24
desainer	pergerakan	0.22
desainer	pemegang	0.29
desainer	penyedia	0.37
desainer	penjaga	0.2
desainer	pencari	0.28
desainer	pembawa	0.29
desainer	undangan	0.31
desainer	cadangan	0.16
desainer	pemeran	0.36
desainer	bangsawan	0.31
desainer	pembantu	0.32
desainer	pengarang	0.38
desainer	pengelola	0.33
desainer	pejuang	0.29
desainer	tahanan	0.18
desainer	pengikut	0.23
desainer	rombongan	0.19
desainer	pengajar	0.38
desainer	pendidik	0.38
desainer	penghuni	0.25
desainer	pengembang	0.49
desainer	jajaran	0.28
desainer	pembuka	0.19
desainer	penari	0.36
desainer	pemberi	0.27
desainer	pelayan	0.3
desainer	pendatang	0.27
desainer	pembunuh	0.29
desainer	penyelenggara	0.31
desainer	turunan	0.2
desainer	pelukis	0.46
desainer	utusan	0.22
desainer	pembiayaan	0.21
desainer	pengacara	0.4
desainer	perawat	0.37
desainer	penganut	0.22
desainer	pengamat	0.37
desainer	penghubung	0.21
desainer	pesaing	0.27
desainer	pengawas	0.26
desainer	penjahat	0.29
desainer	pelaksana	0.32
desainer	kebangsaan	0.18
desainer	pembicara	0.3
desainer	pengantar	0.2
desainer	pendengar	0.19
desainer	pendamping	0.28
desainer	pewaris	0.22
desainer	pengungsi	0.15
desainer	pengendara	0.33
desainer	pencuri	0.23
desainer	pemburu	0.3
desainer	pengawal	0.18
desainer	penemu	0.42
desainer	pengemudi	0.34
desainer	penerjemah	0.33
desainer	pemandu	0.23
desainer	tawanan	0.16
desainer	penegak	0.25
desainer	penutur	0.23
desainer	penyihir	0.31
desainer	pelamar	0.29
desainer	pemasok	0.35
desainer	penanda	0.21
desainer	pemikir	0.38
desainer	saingan	0.25
desainer	pembimbing	0.26
desainer	petinggi	0.37
desainer	pelaut	0.29
desainer	pengrajin	0.47
desainer	langganan	0.3
desainer	pencinta	0.32
desainer	kenalan	0.26
desainer	penyidik	0.34
desainer	pelacur	0.21
desainer	pengirim	0.25
desainer	perusak	0.2
desainer	pendiam	0.14
desainer	pemeluk	0.22
desainer	penikmat	0.31
desainer	pemangku	0.28
desainer	perampok	0.23
desainer	pelarian	0.13
desainer	pengidap	0.16
desainer	penunjuk	0.23
desainer	pemuka	0.28
desainer	pengemis	0.2
desainer	pemusik	0.39
desainer	sukarelawan	0.23
desainer	penerbang	0.3
desainer	pejalan	0.22
desainer	petinju	0.21
desainer	penyandang	0.31
desainer	penanggung	0.2
desainer	penolong	0.2
desainer	jagoan	0.25
desainer	penembak	0.27
desainer	penipu	0.23
desainer	penyelamat	0.25
desainer	pendaftar	0.18
desainer	pelari	0.23
desainer	pengiring	0.24
desainer	penata	0.48
desainer	pengambil	0.29
desainer	penuntut	0.25
desainer	pembina	0.22
desainer	tanggungan	0.14
desainer	pencetus	0.3
desainer	pemangsa	0.19
desainer	penyebar	0.18
desainer	pemesan	0.32
desainer	dermawan	0.15
desainer	pemeriksa	0.3
desainer	negarawan	0.26
desainer	pengukur	0.23
desainer	penambang	0.22
desainer	pembajak	0.26
desainer	budayawan	0.33
desainer	perekam	0.24
desainer	penyayang	0.18
desainer	pemukul	0.14
desainer	perencana	0.5
desainer	pengumpul	0.2
desainer	wirausahawan	0.41
desainer	penangkap	0.23
desainer	penyelam	0.27
desainer	pemasar	0.44
desainer	pemalas	0.18
desainer	penarik	0.25
desainer	pengembara	0.25
desainer	gerilyawan	0.13
desainer	penggagas	0.34
desainer	penyembah	0.19
desainer	penilai	0.32
desainer	penguji	0.29
desainer	pengunjuk	0.15
desainer	penyembuh	0.18
desainer	rohaniwan	0.3
desainer	pemanah	0.28
desainer	penyelidik	0.25
desainer	penampil	0.26
desainer	peranakan	0.22
desainer	suruhan	0.13
desainer	usahawan	0.37
desainer	pelapor	0.21
desainer	pemahat	0.45
desainer	penunggu	0.12
desainer	penurut	0.17
desainer	pengusul	0.23
desainer	pemimpi	0.28
desainer	penyusup	0.16
desainer	pemungut	0.21
desainer	penceramah	0.19
desainer	penggarap	0.3
desainer	pelupa	0.12
desainer	perupa	0.4
desainer	penyendiri	0.14
desainer	pemateri	0.22
desainer	penggali	0.29
desainer	penukar	0.19
desainer	penyabar	0.16
desainer	pelempar	0.21
desainer	pemborong	0.31
desainer	pendemo	0.19
desainer	pencerita	0.27
desainer	penyelundup	0.17
desainer	penganggur	0.14
desainer	penggiling	0.2
desainer	pengulas	0.29
desainer	penagih	0.1
desainer	hartawan	0.28
desainer	perumus	0.26
desainer	peniup	0.26
desainer	penggalang	0.23
desainer	pembenci	0.19
desainer	pengkaji	0.33
desainer	pembebas	0.12
desainer	pemetik	0.19
desainer	penjilat	0.15
desainer	pencabut	0.23
desainer	peramah	0.22
desainer	pengukir	0.38
desainer	pengejar	0.24
desainer	pemerah	0.3
desainer	wiraswastawan	0.32
desainer	pemulia	0.32
desainer	penendang	0.21
desainer	penyimak	0.18
desainer	pelestari	0.26
desainer	penjemput	0.18
desainer	pembaru	0.25
desainer	penghayat	0.14
desainer	pengadu	0.2
desainer	pemasak	0.24
desainer	pembobol	0.21
desainer	penggemblengan	0.09
desainer	penghasut	0.25
desainer	penderma	0.16
desainer	pemaksa	0.21
desainer	peragu	0.15
desainer	pengekor	0.34
desainer	perayu	0.25
desainer	pendebat	0.22
desainer	penyuara	0.27
desainer	pemimpinan	0.25
desainer	penghadang	0.13
desainer	pengasah	0.3
desainer	pengutang	0.18
desainer	pembisik	0.26
desainer	pengetuk	0.26
desainer	pemberang	0.22
desainer	peneguh	0.14
desainer	pewirausaha	0.36
desainer	pencuriga	0.21
desainer	pengalah	0.35
desainer	pengalasan	0.21
desainer	pengamuk	0.27
kapten	pemain	0.49
kapten	penduduk	0.15
kapten	pengguna	0.19
kapten	wisatawan	0.19
kapten	penelitian	0.15
kapten	pasangan	0.24
kapten	penulis	0.24
kapten	pemimpin	0.43
kapten	peserta	0.21
kapten	pengunjung	0.15
kapten	penderita	0.2
kapten	pembelajaran	0.12
kapten	pelayanan	0.2
kapten	kehilangan	0.26
kapten	keturunan	0.24
kapten	pemilik	0.29
kapten	penyanyi	0.23
kapten	karyawan	0.26
kapten	pelanggan	0.16
kapten	kelahiran	0.15
kapten	perdagangan	0.16
kapten	petani	0.22
kapten	pekerja	0.24
kapten	kepercayaan	0.27
kapten	pemuda	0.29
kapten	penumpang	0.3
kapten	pimpinan	0.38
kapten	pembaca	0.17
kapten	kekurangan	0.15
kapten	pejabat	0.38
kapten	campuran	0.14
kapten	pelaku	0.2
kapten	peneliti	0.28
kapten	pengusaha	0.29
kapten	pendukung	0.28
kapten	petunjuk	0.28
kapten	pemenang	0.29
kapten	petugas	0.39
kapten	perbaikan	0.17
kapten	pelatih	0.53
kapten	pedagang	0.26
kapten	pelajar	0.2
kapten	pengurus	0.31
kapten	jurusan	0.17
kapten	ilmuwan	0.27
kapten	pendiri	0.26
kapten	angkatan	0.37
kapten	sasaran	0.12
kapten	pembuat	0.19
kapten	penjual	0.22
kapten	pengganti	0.31
kapten	perwakilan	0.26
kapten	lulusan	0.2
kapten	pembeli	0.16
kapten	penerima	0.21
kapten	pergerakan	0.17
kapten	pemegang	0.28
kapten	penyedia	0.19
kapten	penjaga	0.38
kapten	pencari	0.19
kapten	pembawa	0.3
kapten	undangan	0.16
kapten	cadangan	0.29
kapten	pemeran	0.29
kapten	bangsawan	0.27
kapten	pembantu	0.31
kapten	pengarang	0.24
kapten	pengelola	0.23
kapten	pejuang	0.25
kapten	tahanan	0.18
kapten	pengikut	0.2
kapten	rombongan	0.3
kapten	pengajar	0.25
kapten	pendidik	0.2
kapten	penghuni	0.24
kapten	pengembang	0.12
kapten	jajaran	0.27
kapten	pembuka	0.25
kapten	penari	0.23
kapten	pemberi	0.19
kapten	pelayan	0.33
kapten	pendatang	0.14
kapten	pembunuh	0.28
kapten	penyelenggara	0.2
kapten	turunan	0.17
kapten	pelukis	0.23
kapten	utusan	0.33
kapten	pembiayaan	0.09
kapten	pengacara	0.24
kapten	perawat	0.28
kapten	penganut	0.18
kapten	pengamat	0.29
kapten	penghubung	0.24
kapten	pesaing	0.2
kapten	pengawas	0.31
kapten	penjahat	0.3
kapten	pelaksana	0.3
kapten	kebangsaan	0.17
kapten	pembicara	0.18
kapten	pengantar	0.22
kapten	pendengar	0.12
kapten	pendamping	0.33
kapten	pewaris	0.25
kapten	pengungsi	0.17
kapten	pengendara	0.28
kapten	pencuri	0.23
kapten	pemburu	0.34
kapten	pengawal	0.4
kapten	penemu	0.28
kapten	pengemudi	0.32
kapten	penerjemah	0.24
kapten	pemandu	0.37
kapten	tawanan	0.24
kapten	penegak	0.3
kapten	penutur	0.11
kapten	penyihir	0.24
kapten	pelamar	0.2
kapten	pemasok	0.22
kapten	penanda	0.19
kapten	pemikir	0.22
kapten	saingan	0.24
kapten	pembimbing	0.3
kapten	petinggi	0.4
kapten	pelaut	0.48
kapten	pengrajin	0.2
kapten	langganan	0.22
kapten	pencinta	0.23
kapten	kenalan	0.2
kapten	penyidik	0.31
kapten	pelacur	0.18
kapten	pengirim	0.21
kapten	perusak	0.24
kapten	pendiam	0.23
kapten	pemeluk	0.21
kapten	penikmat	0.16
kapten	pemangku	0.17
kapten	perampok	0.29
kapten	pelarian	0.19
kapten	pengidap	0.09
kapten	penunjuk	0.27
kapten	pemuka	0.23
kapten	pengemis	0.18
kapten	pemusik	0.2
kapten	sukarelawan	0.23
kapten	penerbang	0.34
kapten	pejalan	0.24
kapten	petinju	0.28
kapten	penyandang	0.24
kapten	penanggung	0.27
kapten	penolong	0.34
kapten	jagoan	0.33
kapten	penembak	0.27
kapten	penipu	0.2
kapten	penyelamat	0.44
kapten	pendaftar	0.13
kapten	pelari	0.27
kapten	pengiring	0.25
kapten	penata	0.28
kapten	pengambil	0.22
kapten	penuntut	0.18
kapten	pembina	0.33
kapten	tanggungan	0.12
kapten	pencetus	0.17
kapten	pemangsa	0.12
kapten	penyebar	0.19
kapten	pemesan	0.13
kapten	dermawan	0.17
kapten	pemeriksa	0.26
kapten	negarawan	0.27
kapten	pengukur	0.21
kapten	penambang	0.22
kapten	pembajak	0.25
kapten	budayawan	0.18
kapten	perekam	0.16
kapten	penyayang	0.19
kapten	pemukul	0.28
kapten	perencana	0.2
kapten	pengumpul	0.21
kapten	wirausahawan	0.2
kapten	penangkap	0.33
kapten	penyelam	0.36
kapten	pemasar	0.19
kapten	pemalas	0.17
kapten	penarik	0.22
kapten	pengembara	0.23
kapten	gerilyawan	0.23
kapten	penggagas	0.22
kapten	penyembah	0.14
kapten	penilai	0.28
kapten	penguji	0.18
kapten	pengunjuk	0.16
kapten	penyembuh	0.22
kapten	rohaniwan	0.26
kapten	pemanah	0.3
kapten	penyelidik	0.32
kapten	penampil	0.14
kapten	peranakan	0.1
kapten	suruhan	0.21
kapten	usahawan	0.21
kapten	pelapor	0.22
kapten	pemahat	0.22
kapten	penunggu	0.2
kapten	penurut	0.21
kapten	pengusul	0.18
kapten	pemimpi	0.3
kapten	penyusup	0.2
kapten	pemungut	0.36
kapten	penceramah	0.19
kapten	penggarap	0.2
kapten	pelupa	0.23
kapten	perupa	0.17
kapten	penyendiri	0.21
kapten	pemateri	0.14
kapten	penggali	0.21
kapten	penukar	0.16
kapten	penyabar	0.22
kapten	pelempar	0.31
kapten	pemborong	0.17
kapten	pendemo	0.13
kapten	pencerita	0.25
kapten	penyelundup	0.27
kapten	penganggur	0.16
kapten	penggiling	0.19
